subject,item,iteml,group,groupl,naming,graphotypingl,variability
1,1,Letra O,1,hand,1,grapho,high
1,2,Letra E,1,hand,1,grapho,high
1,3,Letra L,1,hand,1,grapho,high
1,4,Letra F,1,hand,1,grapho,high
1,5,Letra N,1,hand,0,grapho,high
1,6,Letra T,1,hand,1,grapho,high
1,7,Letra S,1,hand,1,grapho,high
1,8,Letra P ,1,hand,1,grapho,high
1,9,Letra A,1,hand,1,grapho,high
2,1,Letra O,1,hand,1,grapho,high
2,2,Letra E,1,hand,1,grapho,high
2,3,Letra L,1,hand,1,grapho,high
2,4,Letra F,1,hand,1,grapho,high
2,5,Letra N,1,hand,1,grapho,high
2,6,Letra T,1,hand,1,grapho,high
2,7,Letra S,1,hand,1,grapho,high
2,8,Letra P ,1,hand,1,grapho,high
2,9,Letra A,1,hand,1,grapho,high
3,1,Letra O,1,hand,1,grapho,high
3,2,Letra E,1,hand,1,grapho,high
3,3,Letra L,1,hand,1,grapho,high
3,4,Letra F,1,hand,1,grapho,high
3,5,Letra N,1,hand,1,grapho,high
3,6,Letra T,1,hand,1,grapho,high
3,7,Letra S,1,hand,1,grapho,high
3,8,Letra P ,1,hand,1,grapho,high
3,9,Letra A,1,hand,1,grapho,high
4,1,Letra O,1,hand,1,grapho,high
4,2,Letra E,1,hand,1,grapho,high
4,3,Letra L,1,hand,1,grapho,high
4,4,Letra F,1,hand,1,grapho,high
4,5,Letra N,1,hand,1,grapho,high
4,6,Letra T,1,hand,1,grapho,high
4,7,Letra S,1,hand,1,grapho,high
4,8,Letra P ,1,hand,1,grapho,high
4,9,Letra A,1,hand,1,grapho,high
5,1,Letra O,1,hand,1,grapho,high
5,2,Letra E,1,hand,1,grapho,high
5,3,Letra L,1,hand,1,grapho,high
5,4,Letra F,1,hand,1,grapho,high
5,5,Letra N,1,hand,1,grapho,high
5,6,Letra T,1,hand,1,grapho,high
5,7,Letra S,1,hand,1,grapho,high
5,8,Letra P ,1,hand,1,grapho,high
5,9,Letra A,1,hand,1,grapho,high
6,1,Letra O,1,hand,1,grapho,high
6,2,Letra E,1,hand,1,grapho,high
6,3,Letra L,1,hand,1,grapho,high
6,4,Letra F,1,hand,1,grapho,high
6,5,Letra N,1,hand,1,grapho,high
6,6,Letra T,1,hand,1,grapho,high
6,7,Letra S,1,hand,1,grapho,high
6,8,Letra P ,1,hand,1,grapho,high
6,9,Letra A,1,hand,1,grapho,high
30,1,Letra O,1,hand,1,grapho,high
30,2,Letra E,1,hand,1,grapho,high
30,3,Letra L,1,hand,1,grapho,high
30,4,Letra F,1,hand,1,grapho,high
30,5,Letra N,1,hand,1,grapho,high
30,6,Letra T,1,hand,1,grapho,high
30,7,Letra S,1,hand,1,grapho,high
30,8,Letra P ,1,hand,1,grapho,high
30,9,Letra A,1,hand,1,grapho,high
31,1,Letra O,1,hand,1,grapho,high
31,2,Letra E,1,hand,1,grapho,high
31,3,Letra L,1,hand,1,grapho,high
31,4,Letra F,1,hand,1,grapho,high
31,5,Letra N,1,hand,1,grapho,high
31,6,Letra T,1,hand,1,grapho,high
31,7,Letra S,1,hand,1,grapho,high
31,8,Letra P ,1,hand,1,grapho,high
31,9,Letra A,1,hand,1,grapho,high
32,1,Letra O,1,hand,1,grapho,high
32,2,Letra E,1,hand,1,grapho,high
32,3,Letra L,1,hand,1,grapho,high
32,4,Letra F,1,hand,1,grapho,high
32,5,Letra N,1,hand,1,grapho,high
32,6,Letra T,1,hand,1,grapho,high
32,7,Letra S,1,hand,1,grapho,high
32,8,Letra P ,1,hand,1,grapho,high
32,9,Letra A,1,hand,1,grapho,high
33,1,Letra O,1,hand,1,grapho,high
33,2,Letra E,1,hand,1,grapho,high
33,3,Letra L,1,hand,1,grapho,high
33,4,Letra F,1,hand,1,grapho,high
33,5,Letra N,1,hand,1,grapho,high
33,6,Letra T,1,hand,1,grapho,high
33,7,Letra S,1,hand,1,grapho,high
33,8,Letra P ,1,hand,1,grapho,high
33,9,Letra A,1,hand,1,grapho,high
34,1,Letra O,1,hand,1,grapho,high
34,2,Letra E,1,hand,1,grapho,high
34,3,Letra L,1,hand,1,grapho,high
34,4,Letra F,1,hand,1,grapho,high
34,5,Letra N,1,hand,1,grapho,high
34,6,Letra T,1,hand,1,grapho,high
34,7,Letra S,1,hand,1,grapho,high
34,8,Letra P ,1,hand,1,grapho,high
34,9,Letra A,1,hand,1,grapho,high
35,1,Letra O,1,hand,1,grapho,high
35,2,Letra E,1,hand,1,grapho,high
35,3,Letra L,1,hand,1,grapho,high
35,4,Letra F,1,hand,1,grapho,high
35,5,Letra N,1,hand,1,grapho,high
35,6,Letra T,1,hand,1,grapho,high
35,7,Letra S,1,hand,1,grapho,high
35,8,Letra P ,1,hand,1,grapho,high
35,9,Letra A,1,hand,1,grapho,high
36,1,Letra O,1,hand,1,grapho,high
36,2,Letra E,1,hand,1,grapho,high
36,3,Letra L,1,hand,1,grapho,high
36,4,Letra F,1,hand,1,grapho,high
36,5,Letra N,1,hand,1,grapho,high
36,6,Letra T,1,hand,1,grapho,high
36,7,Letra S,1,hand,1,grapho,high
36,8,Letra P ,1,hand,1,grapho,high
36,9,Letra A,1,hand,1,grapho,high
23,1,Letra O,4,trace,1,grapho,low
23,2,Letra E,4,trace,0,grapho,low
23,3,Letra L,4,trace,0,grapho,low
23,4,Letra F,4,trace,0,grapho,low
23,5,Letra N,4,trace,1,grapho,low
23,6,Letra T,4,trace,0,grapho,low
23,7,Letra S,4,trace,0,grapho,low
23,8,Letra P ,4,trace,0,grapho,low
23,9,Letra A,4,trace,1,grapho,low
24,1,Letra O,4,trace,1,grapho,low
24,2,Letra E,4,trace,1,grapho,low
24,3,Letra L,4,trace,1,grapho,low
24,4,Letra F,4,trace,0,grapho,low
24,5,Letra N,4,trace,1,grapho,low
24,6,Letra T,4,trace,1,grapho,low
24,7,Letra S,4,trace,1,grapho,low
24,8,Letra P ,4,trace,1,grapho,low
24,9,Letra A,4,trace,1,grapho,low
25,1,Letra O,4,trace,1,grapho,low
25,2,Letra E,4,trace,1,grapho,low
25,3,Letra L,4,trace,1,grapho,low
25,4,Letra F,4,trace,1,grapho,low
25,5,Letra N,4,trace,1,grapho,low
25,6,Letra T,4,trace,1,grapho,low
25,7,Letra S,4,trace,1,grapho,low
25,8,Letra P ,4,trace,1,grapho,low
25,9,Letra A,4,trace,1,grapho,low
26,1,Letra O,4,trace,1,grapho,low
26,2,Letra E,4,trace,1,grapho,low
26,3,Letra L,4,trace,0,grapho,low
26,4,Letra F,4,trace,1,grapho,low
26,5,Letra N,4,trace,1,grapho,low
26,6,Letra T,4,trace,0,grapho,low
26,7,Letra S,4,trace,1,grapho,low
26,8,Letra P ,4,trace,1,grapho,low
26,9,Letra A,4,trace,1,grapho,low
27,1,Letra O,4,trace,0,grapho,low
27,2,Letra E,4,trace,0,grapho,low
27,3,Letra L,4,trace,1,grapho,low
27,4,Letra F,4,trace,0,grapho,low
27,5,Letra N,4,trace,1,grapho,low
27,6,Letra T,4,trace,0,grapho,low
27,7,Letra S,4,trace,1,grapho,low
27,8,Letra P ,4,trace,0,grapho,low
27,9,Letra A,4,trace,0,grapho,low
28,1,Letra O,4,trace,1,grapho,low
28,2,Letra E,4,trace,1,grapho,low
28,3,Letra L,4,trace,1,grapho,low
28,4,Letra F,4,trace,1,grapho,low
28,5,Letra N,4,trace,1,grapho,low
28,6,Letra T,4,trace,1,grapho,low
28,7,Letra S,4,trace,1,grapho,low
28,8,Letra P ,4,trace,1,grapho,low
28,9,Letra A,4,trace,1,grapho,low
29,1,Letra O,4,trace,1,grapho,low
29,2,Letra E,4,trace,1,grapho,low
29,3,Letra L,4,trace,1,grapho,low
29,4,Letra F,4,trace,1,grapho,low
29,5,Letra N,4,trace,1,grapho,low
29,6,Letra T,4,trace,1,grapho,low
29,7,Letra S,4,trace,1,grapho,low
29,8,Letra P ,4,trace,1,grapho,low
29,9,Letra A,4,trace,1,grapho,low
44,1,Letra O,4,trace,1,grapho,low
44,2,Letra E,4,trace,1,grapho,low
44,3,Letra L,4,trace,1,grapho,low
44,4,Letra F,4,trace,0,grapho,low
44,5,Letra N,4,trace,1,grapho,low
44,6,Letra T,4,trace,1,grapho,low
44,7,Letra S,4,trace,1,grapho,low
44,8,Letra P ,4,trace,1,grapho,low
44,9,Letra A,4,trace,1,grapho,low
45,1,Letra O,4,trace,1,grapho,low
45,2,Letra E,4,trace,1,grapho,low
45,3,Letra L,4,trace,1,grapho,low
45,4,Letra F,4,trace,1,grapho,low
45,5,Letra N,4,trace,1,grapho,low
45,6,Letra T,4,trace,1,grapho,low
45,7,Letra S,4,trace,1,grapho,low
45,8,Letra P ,4,trace,1,grapho,low
45,9,Letra A,4,trace,1,grapho,low
46,1,Letra O,4,trace,1,grapho,low
46,2,Letra E,4,trace,1,grapho,low
46,3,Letra L,4,trace,1,grapho,low
46,4,Letra F,4,trace,1,grapho,low
46,5,Letra N,4,trace,1,grapho,low
46,6,Letra T,4,trace,1,grapho,low
46,7,Letra S,4,trace,1,grapho,low
46,8,Letra P ,4,trace,1,grapho,low
46,9,Letra A,4,trace,1,grapho,low
47,1,Letra O,4,trace,1,grapho,low
47,2,Letra E,4,trace,1,grapho,low
47,3,Letra L,4,trace,1,grapho,low
47,4,Letra F,4,trace,1,grapho,low
47,5,Letra N,4,trace,1,grapho,low
47,6,Letra T,4,trace,1,grapho,low
47,7,Letra S,4,trace,1,grapho,low
47,8,Letra P ,4,trace,1,grapho,low
47,9,Letra A,4,trace,1,grapho,low
48,1,Letra O,4,trace,1,grapho,low
48,2,Letra E,4,trace,1,grapho,low
48,3,Letra L,4,trace,1,grapho,low
48,4,Letra F,4,trace,1,grapho,low
48,5,Letra N,4,trace,1,grapho,low
48,6,Letra T,4,trace,1,grapho,low
48,7,Letra S,4,trace,1,grapho,low
48,8,Letra P ,4,trace,1,grapho,low
48,9,Letra A,4,trace,1,grapho,low
49,1,Letra O,4,trace,1,grapho,low
49,2,Letra E,4,trace,1,grapho,low
49,3,Letra L,4,trace,1,grapho,low
49,4,Letra F,4,trace,1,grapho,low
49,5,Letra N,4,trace,1,grapho,low
49,6,Letra T,4,trace,1,grapho,low
49,7,Letra S,4,trace,1,grapho,low
49,8,Letra P ,4,trace,0,grapho,low
49,9,Letra A,4,trace,1,grapho,low
7,1,Letra O,2,type,0,type,low
7,2,Letra E,2,type,1,type,low
7,3,Letra L,2,type,1,type,low
7,4,Letra F,2,type,1,type,low
7,5,Letra N,2,type,1,type,low
7,6,Letra T,2,type,1,type,low
7,7,Letra S,2,type,1,type,low
7,8,Letra P ,2,type,1,type,low
7,9,Letra A,2,type,0,type,low
8,1,Letra O,2,type,1,type,low
8,2,Letra E,2,type,1,type,low
8,3,Letra L,2,type,1,type,low
8,4,Letra F,2,type,1,type,low
8,5,Letra N,2,type,1,type,low
8,6,Letra T,2,type,1,type,low
8,7,Letra S,2,type,1,type,low
8,8,Letra P ,2,type,1,type,low
8,9,Letra A,2,type,1,type,low
9,1,Letra O,2,type,1,type,low
9,2,Letra E,2,type,0,type,low
9,3,Letra L,2,type,1,type,low
9,4,Letra F,2,type,1,type,low
9,5,Letra N,2,type,1,type,low
9,6,Letra T,2,type,1,type,low
9,7,Letra S,2,type,1,type,low
9,8,Letra P ,2,type,1,type,low
9,9,Letra A,2,type,0,type,low
10,1,Letra O,2,type,0,type,low
10,2,Letra E,2,type,1,type,low
10,3,Letra L,2,type,0,type,low
10,4,Letra F,2,type,0,type,low
10,5,Letra N,2,type,0,type,low
10,6,Letra T,2,type,0,type,low
10,7,Letra S,2,type,1,type,low
10,8,Letra P ,2,type,0,type,low
10,9,Letra A,2,type,0,type,low
11,1,Letra O,2,type,1,type,low
11,2,Letra E,2,type,1,type,low
11,3,Letra L,2,type,1,type,low
11,4,Letra F,2,type,0,type,low
11,5,Letra N,2,type,1,type,low
11,6,Letra T,2,type,1,type,low
11,7,Letra S,2,type,1,type,low
11,8,Letra P ,2,type,1,type,low
11,9,Letra A,2,type,1,type,low
12,1,Letra O,2,type,1,type,low
12,2,Letra E,2,type,1,type,low
12,3,Letra L,2,type,0,type,low
12,4,Letra F,2,type,0,type,low
12,5,Letra N,2,type,1,type,low
12,6,Letra T,2,type,0,type,low
12,7,Letra S,2,type,1,type,low
12,8,Letra P ,2,type,1,type,low
12,9,Letra A,2,type,1,type,low
13,1,Letra O,2,type,1,type,low
13,2,Letra E,2,type,0,type,low
13,3,Letra L,2,type,1,type,low
13,4,Letra F,2,type,0,type,low
13,5,Letra N,2,type,1,type,low
13,6,Letra T,2,type,1,type,low
13,7,Letra S,2,type,1,type,low
13,8,Letra P ,2,type,1,type,low
13,9,Letra A,2,type,1,type,low
14,1,Letra O,2,type,1,type,low
14,2,Letra E,2,type,1,type,low
14,3,Letra L,2,type,0,type,low
14,4,Letra F,2,type,0,type,low
14,5,Letra N,2,type,1,type,low
14,6,Letra T,2,type,0,type,low
14,7,Letra S,2,type,1,type,low
14,8,Letra P ,2,type,1,type,low
14,9,Letra A,2,type,1,type,low
37,1,Letra O,2,type,1,type,low
37,2,Letra E,2,type,1,type,low
37,3,Letra L,2,type,0,type,low
37,4,Letra F,2,type,1,type,low
37,5,Letra N,2,type,1,type,low
37,6,Letra T,2,type,1,type,low
37,7,Letra S,2,type,0,type,low
37,8,Letra P ,2,type,1,type,low
37,9,Letra A,2,type,1,type,low
38,1,Letra O,2,type,0,type,low
38,2,Letra E,2,type,1,type,low
38,3,Letra L,2,type,1,type,low
38,4,Letra F,2,type,0,type,low
38,5,Letra N,2,type,1,type,low
38,6,Letra T,2,type,1,type,low
38,7,Letra S,2,type,0,type,low
38,8,Letra P ,2,type,1,type,low
38,9,Letra A,2,type,1,type,low
39,1,Letra O,2,type,1,type,low
39,2,Letra E,2,type,0,type,low
39,3,Letra L,2,type,1,type,low
39,4,Letra F,2,type,1,type,low
39,5,Letra N,2,type,1,type,low
39,6,Letra T,2,type,1,type,low
39,7,Letra S,2,type,1,type,low
39,8,Letra P ,2,type,1,type,low
39,9,Letra A,2,type,1,type,low
40,1,Letra O,2,type,1,type,low
40,2,Letra E,2,type,1,type,low
40,3,Letra L,2,type,1,type,low
40,4,Letra F,2,type,1,type,low
40,5,Letra N,2,type,1,type,low
40,6,Letra T,2,type,0,type,low
40,7,Letra S,2,type,1,type,low
40,8,Letra P ,2,type,0,type,low
40,9,Letra A,2,type,1,type,low
15,1,Letra O,3,typevary,1,type,high
15,2,Letra E,3,typevary,1,type,high
15,3,Letra L,3,typevary,1,type,high
15,4,Letra F,3,typevary,1,type,high
15,5,Letra N,3,typevary,1,type,high
15,6,Letra T,3,typevary,1,type,high
15,7,Letra S,3,typevary,1,type,high
15,8,Letra P ,3,typevary,1,type,high
15,9,Letra A,3,typevary,1,type,high
16,1,Letra O,3,typevary,0,type,high
16,2,Letra E,3,typevary,1,type,high
16,3,Letra L,3,typevary,1,type,high
16,4,Letra F,3,typevary,1,type,high
16,5,Letra N,3,typevary,1,type,high
16,6,Letra T,3,typevary,1,type,high
16,7,Letra S,3,typevary,0,type,high
16,8,Letra P ,3,typevary,0,type,high
16,9,Letra A,3,typevary,1,type,high
17,1,Letra O,3,typevary,1,type,high
17,2,Letra E,3,typevary,1,type,high
17,3,Letra L,3,typevary,1,type,high
17,4,Letra F,3,typevary,1,type,high
17,5,Letra N,3,typevary,1,type,high
17,6,Letra T,3,typevary,1,type,high
17,7,Letra S,3,typevary,1,type,high
17,8,Letra P ,3,typevary,1,type,high
17,9,Letra A,3,typevary,1,type,high
18,1,Letra O,3,typevary,1,type,high
18,2,Letra E,3,typevary,1,type,high
18,3,Letra L,3,typevary,1,type,high
18,4,Letra F,3,typevary,1,type,high
18,5,Letra N,3,typevary,1,type,high
18,6,Letra T,3,typevary,1,type,high
18,7,Letra S,3,typevary,1,type,high
18,8,Letra P ,3,typevary,1,type,high
18,9,Letra A,3,typevary,1,type,high
19,1,Letra O,3,typevary,1,type,high
19,2,Letra E,3,typevary,1,type,high
19,3,Letra L,3,typevary,1,type,high
19,4,Letra F,3,typevary,0,type,high
19,5,Letra N,3,typevary,1,type,high
19,6,Letra T,3,typevary,1,type,high
19,7,Letra S,3,typevary,1,type,high
19,8,Letra P ,3,typevary,1,type,high
19,9,Letra A,3,typevary,1,type,high
20,1,Letra O,3,typevary,0,type,high
20,2,Letra E,3,typevary,0,type,high
20,3,Letra L,3,typevary,1,type,high
20,4,Letra F,3,typevary,1,type,high
20,5,Letra N,3,typevary,1,type,high
20,6,Letra T,3,typevary,1,type,high
20,7,Letra S,3,typevary,1,type,high
20,8,Letra P ,3,typevary,1,type,high
20,9,Letra A,3,typevary,0,type,high
21,1,Letra O,3,typevary,1,type,high
21,2,Letra E,3,typevary,1,type,high
21,3,Letra L,3,typevary,0,type,high
21,4,Letra F,3,typevary,0,type,high
21,5,Letra N,3,typevary,1,type,high
21,6,Letra T,3,typevary,1,type,high
21,7,Letra S,3,typevary,0,type,high
21,8,Letra P ,3,typevary,1,type,high
21,9,Letra A,3,typevary,1,type,high
22,1,Letra O,3,typevary,0,type,high
22,2,Letra E,3,typevary,1,type,high
22,3,Letra L,3,typevary,0,type,high
22,4,Letra F,3,typevary,0,type,high
22,5,Letra N,3,typevary,1,type,high
22,6,Letra T,3,typevary,0,type,high
22,7,Letra S,3,typevary,0,type,high
22,8,Letra P ,3,typevary,1,type,high
22,9,Letra A,3,typevary,0,type,high
41,1,Letra O,3,typevary,1,type,high
41,2,Letra E,3,typevary,0,type,high
41,3,Letra L,3,typevary,1,type,high
41,4,Letra F,3,typevary,1,type,high
41,5,Letra N,3,typevary,1,type,high
41,6,Letra T,3,typevary,1,type,high
41,7,Letra S,3,typevary,0,type,high
41,8,Letra P ,3,typevary,0,type,high
41,9,Letra A,3,typevary,1,type,high
42,1,Letra O,3,typevary,1,type,high
42,2,Letra E,3,typevary,1,type,high
42,3,Letra L,3,typevary,1,type,high
42,4,Letra F,3,typevary,0,type,high
42,5,Letra N,3,typevary,1,type,high
42,6,Letra T,3,typevary,1,type,high
42,7,Letra S,3,typevary,1,type,high
42,8,Letra P ,3,typevary,1,type,high
42,9,Letra A,3,typevary,1,type,high
43,1,Letra O,3,typevary,1,type,high
43,2,Letra E,3,typevary,1,type,high
43,3,Letra L,3,typevary,0,type,high
43,4,Letra F,3,typevary,1,type,high
43,5,Letra N,3,typevary,1,type,high
43,6,Letra T,3,typevary,1,type,high
43,7,Letra S,3,typevary,0,type,high
43,8,Letra P ,3,typevary,1,type,high
43,9,Letra A,3,typevary,0,type,high
